,0
114,AIT挺台不是随口说的！谢金河点破美中角力战场延伸
115,美国加码援台疫苗 民进党：感谢以实际行动协助台湾
116,江启臣感谢美国捐赠疫苗 强调台湾不能单靠国际援助
117,共机连6天袭扰西南空域 空军空中兵力应对
118,美国捐赠250万剂疫苗 总统府：萧美琴已代表政府正式接收
119,美国明援台250万剂莫德纳疫苗 台湾网友感动灌爆AIT脸书
120,共机又来乱 今已两度袭扰西南空域
121,民进党：朝野协商有6大共识 国民党刻意扭曲隐瞒
122,欧盟安全旅游名单纳台湾、推特秀我国旗 郑运鹏从三面向分析
123,江启臣挂保证：疫后国民党将走街头、走法院、讨公道
124,250万剂莫德纳明抵台 AIT：展现美国对台的承诺
125,反陷邻长于不义？ 绿营议员批卢秀燕以选票分配疫苗
126,卷入疫苗风波脸书被灌爆  高嘉瑜再发文：公道自在人心
127,证实曾拒帮小禾馨要疫苗 林奕华：民代必须精准判断服务案件
128,北市不当配发疫苗 议员批柯文哲避谈责任：卸责鬼话谁信？
129,国民党批民进党挡疫苗 绿委反批断章取义：根本想偷渡中国疫苗
130,猜台积电「被要求」捐疫苗 赖士葆：为不让郭董独享功劳
131,分析美日捐疫苗不会跳票！谢长廷：「台湾模式」较为有利
132,高嘉瑜替禾馨要疫苗 卫生局长坦言：接到LINE后传给专员
133,北市疫苗之乱未究责市长 柯Ｐ扯棒球非责任失分
134,柯文哲点名高嘉瑜替诊所要疫苗！ 他讽「一桃杀三士」：高招
135,政府拉台积电捐疫苗挡郭台铭？苏贞昌驳「用不着做文章」
136,遭柯P爆替诊所要疫苗 高嘉瑜：选民陈情、北市卫生局不到10分钟就答应
137,公布好心肝特权施打疫苗名单  柯文哲避谈
138,北市不再天天开疫情记者会  柯文哲酸中央每天公布废话
139,欧盟官方推特并列台湾与中国国旗 前外交官曝背后2大意义！
140,爆高嘉瑜介入要疫苗！柯文哲称对方有对方说法、他只公布事实
141,诊所违规接种疫苗 柯文哲：高嘉瑜帮禾馨诊所要疫苗
142,纾困预算马拉松式协商到深夜  他揭陈时中「撑到最后一刻」
143,在野党批绿阻挡3+11纪录公开 林昶佐：朝野党团都支持成立调查小组
144,江启臣捐防疫物资连骂总统10多分钟 呛声：这笔帐都还没跟妳算！
145,台积电「无条件」捐购疫苗  管碧玲揭5月往事：台积电无私十分珍贵
146,绿委：台积电非临时出现  早已表达购买疫苗意愿
147,罗智强质疑遗体火化数增加 染疫死亡者有黑数
148,台购疫苗进展持续  王定宇整理采购疫苗大事纪吁蓝营「不要再闹了」
149,欧盟安全旅游名单纳入台湾 苏揆：是肯定但莫松懈
150,分享陈时中照、罗一钧「好女婿」被控造神 他不解：你家都嫁坏人？
151,政院授权鸿海、台积电// 购千万剂BNT疫苗捐政府
152,苏揆：全力完备法规 助郭台铭、台积电买疫苗
153,共军1架「运8」反潜机袭扰 空军兵力应对
154,还是利大于弊！名嘴曝「英日韩」打疫苗死亡数：有不同想法了
155,柯文哲防疫记者会将不再固定召开 仅呛「砸病例」声量最高
156,好心肝疫苗争议政风完成调查 北市府追究行政责任
157,轰民进党挡下「人民活命机会」 江启臣：蔡英文还有资格带领台湾？
158,马英九喊话「开放打疫苗小三通」 基进：是马办还是国台办？
159,政院授权永龄买BNT 黄暐瀚：郭董第三张牌不用出了
160,名嘴称台大医院助特权打疫苗 民进党：错误爆料要求更正道歉
161,政院授权郭台铭买BNT疫苗 陆委会：不涉及协商签署两岸协议
162,外交部感谢美驻联大使揭真相 国台办跳脚：政治图谋必以失败告终
163,糗！总统府直播竟大断讯 张惇涵致歉
164,纾困4.0预算三读 柯建铭：朝野团结才能走出疫情
165,上次公布疫调是16天前！新北议员：请侯市长做好基本功
166,柯文哲说台湾「不买也不代工」 疫苗靠自产「赌太大了」
167,审判不能停摆 立院三读疫情严重期间司法程序特别条例
168,政院授权台积电、永龄采购疫苗 苏贞昌：全力协助
