,0
32,江启臣：蔡英文凭什么抓全民当疫苗白老鼠
33,LIVE／新北今增65例「628有望降至2.5级警戒？」　侯友宜最新说明
34,支持中市邻长施打疫苗　江启臣吁蔡总统：别把518条人命当数字
35,徐国勇：国家公园聚集热点全关闭　停车数调降40%
36,蓝营民调：近5成忧国产疫苗无法取得国际认证　民众最想打「这款疫苗」　
37,他感慨「台湾穷得只剩政治」：如果买BNT的不是郭台铭？是张忠谋呢？
38,郭董手上没疫苗？苏贞昌曝买疫苗三条件：跟口袋里的钱不一样
39,新北解除三级警戒？　侯友宜：我看没有想像那么乐观
40,陈培哲质疑国产疫苗成效　江启臣：蔡英文还要赌上多少人命？
41,蔡英文遭质疑护航高端疫苗　苏贞昌说话了
42,壹电视快筛10人阳性　国军33化兵群紧急执行消毒任务
43,全球11疫苗价格比较看这里　蓝营采购提案全文曝主张每剂770元
44,快讯／新北瑞芳贡寮23、24日停水　影响范围曝光！
45,三级警戒满月　马英九喊话全民打疫苗「该负责的人绝对要付出代价」
46,蔡壁如要行政院长扛指挥官责任　苏贞昌：陈时中尽心尽力做得很好
47,丁怡铭抢先第一线人员打疫苗　赖香伶哽咽：他在防疫做过什么功德
48,陈培哲超狂背景曝光　赵少康批蔡英文：权力凌驾专业
49,万华被污名！林昶佐痛批国民党却小鞭石崇良　网呛：选举看着办
50,柯文哲爆高嘉瑜关说特权疫苗　基进党主席酸：一家亲变互相伤害
51,记者会开一半...陈其迈突拿「台球杆」　网狂刷留言！原来是传承
52,快查帐户！0到2岁万元孩童防疫补贴入帐　首日发出25.8亿
53,有色人种却是白人主义至上？　外媒傻眼：国民党拜讬请加油
54,8月才解封？侯友宜盼6成国人免疫　柯文哲：恐冲击世界半导体
55,快讯／卫福部严防印度病毒入侵　已购抗体药物、HFNC全配系统
56,快讯／2长者打疫苗身体不适　北市证实：急派救护车送医院
57,若疫苗开封有剩⋯柯文哲：授权「诊所自行运用」　相信医生不会乱打
58,竹科专案筛检站今筛完4000人　林智坚：5天筛5000人捍卫护国群山
59,国内打疫苗最新传13例死亡　卫福部：长者施打疫苗仍利大于弊
60,高雄9.01万剂疫苗要扣「国军专案」　国民党：不是只高雄有专案
61,快讯／侯友宜曝新北疫情爆发「关键时间点」！背后原因是这件事
62,被嫌疫苗打得慢！柯文哲公布「中央寄放850瓶」全名单
63,快讯／800万劳工没领到纾困　绿委开砲：每人普发1.5万
64,快讯／北市何时解除三级管制？柯文哲：每日确诊数10例以下
65,好心肝拿115瓶　柯文哲「我也蛮惊讶」：以前打流感疫苗股长决定
66,快讯／恩主公急诊护理师3采阴性「突转阳」　卫生局证实了
67,快讯／628后降为「2.5级警戒」？　柯文哲反问中央这句话
68,快讯／北市31996人预约打疫苗   柯文哲：不用搞「大场地」给外面看
69,快讯／金山「家族群聚」爆6例　侯友宜宣布明出动机动快筛队
70,快讯／全国385死「新北重灾区195」　卫生局曝光3致命因素
71,日本考虑再提供台湾疫苗　谢长廷曝驻日代表处下一步
72,独／大胆！内湖民众不甩规定　群聚打篮球成防疫破口、恐吃万元罚单
73,台北畜产公司惊传移工PCR转阳　环南市场爆摊商、移工快筛阳
74,快讯／北市12行政区确诊数曝光　柯文哲：要扑灭社区潜藏感染源头
75,网传向日本要少量疫苗　谢长廷曝「有多少要多少」理由
76,国产疫苗价格贵8倍？　陈时中突爆气：大家不是说再贵都要买！
77,LIVE／800万劳工没领到纾困　苏贞昌今亲上火线报告特别预算
78,印度变种成主要病毒株！加拿大台人警告：台湾机场是「最大漏洞」
79,陈时中揭「侯市府关键原因」让确诊降不下来　侯友宜回应了
80,实际行动！国民党捐10万个FFP2口罩　力挺第一线防疫人员
81,蔡英文线上报告3件事　孙大千：每件都打脸自己…装没事很可恶
82,快讯／端午节3天连假恐现防疫破口　蔡英文下午4时发表谈话
83,立院三读疫情期间可远距视讯开庭　有重大困难得停止审判
84,愿打国产！林为洲称 「国际疫苗留给台湾人」　喊话绿委也跟上
85,苏治芬爆张荣味女儿张嘉郡也偷打疫苗　陈时中：立刻查办
86,「看完就丢掉...请不要犹豫」 确诊者亲笔纸条曝光！医护感动重振士气
87,柯文哲防疫记者会不再天天开　侯友宜不跟进原因曝光
88,黄子哲：蔡英文讲「这段话」是暗示要换陈时中？
89,119.7万孩童申请完1万防疫补贴　苏贞昌提醒「这2组号码不一样」
90,快讯／汐止中正市场外摊未人流管控　16日起停业3天
91,高嘉瑜批剩馀疫苗「给权贵插队机会」　柯文哲吐槽她这句话
92,上周视讯国际大厂　陈时中：未来再买1500万剂疫苗
93,高嘉瑜关说疫苗　柯文哲「我只公布事实」：她自己的行为自己解释
94,陈致中也挺！高雄蓝营疾呼「邻长打疫苗」　陈其迈曝真实现况
95,快讯／长者行动不便　柯文哲宣布：北市机动接种队到宅施打每日10人
96,全台染疫死亡逼近500人　陈时中：疫情开始时都会有类似情况
97,陈培哲请辞与蔡英文有关　他提3质疑：国产疫苗背后复杂政商关系
98,快讯／北市某诊所被爆「帮民众打新冠疫苗」　黄珊珊紧急回应了
99,柯文哲斥医护挑疫苗「不打缴回」　许淑华曝：他们想打但打不到
100,端午前夕菜市场人潮明显少一半　侯友宜突袭检查
101,快讯／中央突袭配发疫苗　侯友宜：中央要公开透明提早告知地方
102,快讯／匝道塞爆！新北昨晚车流量增16.7％　侯友宜忧恐酿疫情破口
103,快讯／北市长者施打乱象！　柯文哲坦言：有缺点下次会做更好
104,LIVE／北市增54例！6900剂AZ疫苗「不打就缴回」？柯文哲最新说明
105,快讯／85岁以上长者不会上网预约打疫苗　柯文哲：会请里干事通知
106,乖乖缴税竟成纾困边缘人　自由工作者：都是2年前害的？
107,快讯／新北61岁男打疫苗当晚「丧失意识」　1.5小时后猝死
108,柯文哲点出网络预约疫苗2优点　「台北本该当台湾领头羊」
109,北高接种疫苗比一比　柯文哲前社会局长不忍了：请加油
110,端午节连跑5医院捐HFNC！　各界湧入贾永婕脸书致谢...惊见韩国瑜
111,好心肝遭爆帮打疫苗　林楚茵要求检调严查：不能有人「特权超车」
112,快讯／高嘉瑜爆介入好心肝特权疫苗　1540将出面说明
113,台中1.3万邻长打疫苗「遭中央否决」　市府证实收到公文：照样打
114,「在籍优先接种」遭绿营批评　 新北：遗憾昧于疫苗数量有限事实制造对立
115,郭台铭买疫苗「民进党内有不同意见」　陈时中：政府立场没有改变
116,跟进新北染疫身亡发10万？　柯文哲「不是很好」：水痘要不要？
117,与许金川「师徒关系」独厚好心肝？　柯文哲撇：认识但没什么深交
118,高嘉瑜：我一年多没见到柯文哲　「感情已经不如以往」
119,继续三级警戒！疫情缓坡下降　苏贞昌：丝毫没有松懈本钱
120,沈富雄喊「抽4000万华人血」量抗体！　他和赵少康愿各出40万
121,快讯／侯友宜：土城延吉街市场未落实出入口管控　遭停业3天
122,三级警戒满月／盘点柯文哲「快狠准」决策　设快筛站→力拚清零
123,李德维要求染疫身亡、重症住院者发救助金　卫福部回应了
124,快讯／侯友宜爆：快筛站抓出919例！几乎都是「无症状」确诊者
125,快讯／北市跟进郭台铭、台积电买疫苗？　柯文哲苦笑：有人问啊
126,快讯／关在家用电量飙高　经济部同意研议取消「夏季电费」
127,「死亡非数字是家庭悲痛」赵少康悼286人命　讽台湾回到美援时代
128,疫苗预约系统还没做好　柯文哲再批中央：保证大乱！
129,民众抢打肺炎链球菌疫苗　卫生局提醒：施打后两周内不得打新冠
130,柯文哲酸疫苗分配内线交易　张博洋回呛：脸上无光只好影射别人
131,国军已收到4.5万剂AZ疫苗　将派接种小组赴高山站替官兵施打
132,「破口是万华」惹议！黄珊珊要求石崇良道歉：忘记是谁开放3+11？
133,「人民有自由选择疫苗的权利」　马英九：盼蔡英文兑现疫苗承诺
134,士林9旬翁打完AZ疫苗死亡　黄珊珊：调查是否因疫苗导致
135,鸿海买BNT进法律商谈阶段　陈时中曝郭台铭开1条件
136,快讯／北市黑箱疫苗风暴　柯文哲证实：高嘉瑜帮禾馨关说取得85瓶疫苗
137,政院澄清：丁怡铭符合第二类接种对象　没有特权可言
138,洪孟楷爆朴子工业区已为国产疫苗造册　忧弱势劳工、移工沦白老鼠
139,证实郭台铭买不到？　苏贞昌曝「他手上没有疫苗啊」
140,快讯／柯文哲称AZ混打BNT更有效　陈时中打脸
141,柯文哲再酸纾困发现金「不要乱喊价」：应该认真做事不是认真作图
142,快讯／新北确诊累计5929「中和+18今最多」　各行政区染疫数曝光
143,中和胜利市场摊商PCR结果出炉　明起休市3天！
144,国产疫苗应走完三期试验　马英九：开放国人赴美国、大陆打疫苗
145,①~⑦类疫苗施打353.5万人统计曝光　70.3万人接种、接种率20％
146,2600亿只纾困730万人！　最新民调：52%主张每人发1万
147,LIVE／好心肝非个案？传有4家也违规　柯文哲亲上火线说明
148,快讯／陈时中坦言放宽3+11　「过程中听到一些声音」　
149,父亲染疫往生...确诊儿「不得外出奔丧」情绪激动　社工安抚平复
150,快讯／本土疫情延烧全台累计385死　总统蔡英文道歉了
151,柯文哲要长辈别早来　高雄议员狂酸「台北唸民众、高雄唸官员」
152,周玉蔻怒发3次毒誓：消息来源若来自卫福部　我出去被车撞死
153,幕后／公卫专家陈秀熙增援侯友宜主因曝　第2感染区才是疫情决战点
154,丁怡铭打疫苗　王鸿薇狠讽：不做梗图国家无法运作？
155,「北市很多感染是打麻将来的」　柯文哲喊话市民端午改玩线上麻将
156,民众可选莫德纳、AZ？　柯文哲：疫苗越多种行政成本越高
157,徐耀昌称「确诊命都没了哪来人权」　陈时中：生命价值建构在此
158,陈时中：规画民众到诊所自费快筛　「呈阳性由政府给付」
159,快讯／求见蔡英文　刘宥彤：郭台铭准备好了「今天下午也可以」
160,新北传统市场开出410张违规单、1强制停业！  9市场4夜市自主休市
161,爱国同心会长染疫亡！　秘书长张秀叶也确诊
162,菲律宾否认打台EUA疫苗　他提醒蔡英文「别以为东南亚照单全收」
163,越南急订购1.5亿疫苗　现有300万剂让厂商捐款取得背后真相曝
164,秘密基地能打疫苗！绿委爆「特权注射」到处做人情　陈时中脸绿了
165,禾馨自爆曾请讬大安区立委遭拒　林奕华证实有接到电话
166,推特发文呛星国社运人士「白人主义至上」　国民党道歉
167,快讯／新北累计5406「板桥中和破2千」　各行政区染疫数曝光！
168,「都是They的错」　台湾基进批柯文哲：为自己批评市民
169,疫情要是重来　柯文哲：疫苗策略应走韩国路线
170,中和四季纸品爆群聚感染！ 11名移工、1台籍干部确诊
171,长辈高温爬「好汉坡」、轮椅族前后紧贴等疫苗　里长批：北市规划怪
172,快讯／「没有大的感染源了」　柯文哲曝北市下一步战略
173,发给6诊所202瓶疫苗　柯文哲承诺「给社会交代」：我也想问搞什么鬼
174,快讯／疫情趋缓「开放餐厅内用」？　侯友宜透露观察指标
175,快讯／「万华破口」撤换石崇良？　陈时中2字回应快闪媒体
176,防疫宅在家用电爆增！蒋万安吁免除夏季用电计算　苏贞昌：滚动检讨
